time(s),Temperature (in),Heater 1 %(in),Heater 2 %(in)
967.194,34.5,100.0,0.0
968.316,34.5,100.0,0.0
969.434,34.5,100.0,0.0
970.557,34.5,100.0,0.0
971.675,34.5,100.0,0.0
972.8,34.5,100.0,0.0

973.915,34.5,100.0,0.0
975.037,34.5,100.0,0.0
976.156,34.5,100.0,0.0
977.278,34.5,100.0,0.0
978.396,34.5,100.0,0.0
979.518,34.5,100.0,0.0
980.636,34.5,100.0,0.0
981.754,34.5,100.0,0.0

982.877,34.5,100.0,0.0
983.995,34.5,100.0,0.0
985.124,34.5,100.0,0.0
986.235,34.5,100.0,0.0
987.358,34.5,100.0,0.0
988.476,34.5,100.0,0.0
989.598,34.5,100.0,0.0
990.716,34.5,100.0,0.0
991.838,34.5,100.0,0.0

992.957,34.5,100.0,0.0
994.079,34.5,100.0,0.0
995.197,34.5,100.0,0.0
996.32,34.5,100.0,0.0
997.437,34.5,100.0,0.0
998.56,34.5,100.0,0.0
999.678,34.5,100.0,0.0
1000.8,34.5,100.0,0.0

1001.918,34.5,100.0,0.0
1003.041,34.5,100.0,0.0
1004.159,34.5,100.0,0.0
1005.281,34.5,100.0,0.0
1006.399,34.5,100.0,0.0
1007.522,34.5,100.0,0.0
1008.64,35.0,100.0,0.0
1009.763,35.0,100.0,0.0
1010.88,35.0,100.0,0.0

1011.998,35.0,100.0,0.0
1013.12,35.0,100.0,0.0
1014.239,35.0,100.0,0.0
1015.361,35.0,100.0,0.0
1016.479,35.0,100.0,0.0
1017.601,35.0,100.0,0.0
1018.719,35.0,100.0,0.0
1019.842,35.0,100.0,0.0

1020.961,35.0,100.0,0.0
1022.082,35.0,100.0,0.0
1023.207,35.0,100.0,0.0
1024.323,35.0,100.0,0.0
1025.442,35.0,100.0,0.0
1026.563,35.0,100.0,0.0
1027.681,35.0,100.0,0.0
1028.804,35.0,100.0,0.0

1029.922,35.0,100.0,0.0
1031.045,35.0,100.0,0.0
1032.164,35.0,100.0,0.0
1033.284,35.0,100.0,0.0
1034.402,35.0,100.0,0.0
1035.525,35.0,100.0,0.0
1036.643,35.0,100.0,0.0
1037.771,35.0,100.0,0.0
1038.883,35.0,100.0,0.0

1040.006,35.0,100.0,0.0
1041.124,35.0,100.0,0.0
1042.246,35.0,100.0,0.0
1043.364,35.0,100.0,0.0
1044.486,35.0,100.0,0.0
1045.605,35.0,100.0,0.0
1046.723,35.0,100.0,0.0
1047.845,35.0,100.0,0.0

1048.963,35.0,100.0,0.0
1050.085,35.0,100.0,0.0
1051.204,35.0,100.0,0.0
1052.328,35.0,100.0,0.0
1053.444,35.0,100.0,0.0
1054.566,35.0,100.0,0.0
1055.692,35.0,100.0,0.0
1056.807,35.0,100.0,0.0
1057.925,35.0,100.0,0.0

1059.047,35.0,100.0,0.0
1060.166,35.0,100.0,0.0
1061.288,35.0,100.0,0.0
1062.406,35.0,100.0,0.0
1063.528,35.0,100.0,0.0
1064.646,35.0,100.0,0.0
1065.769,35.0,100.0,0.0
1066.887,35.0,100.0,0.0

1068.009,35.0,100.0,0.0
1069.127,35.0,100.0,0.0
1070.249,35.0,100.0,0.0
1071.367,35.0,100.0,0.0
1072.49,35.0,100.0,0.0
1073.608,35.0,100.0,0.0
1074.73,35.0,100.0,0.0
1075.848,35.0,100.0,0.0
1076.971,35.0,100.0,0.0

1078.089,35.0,100.0,0.0
1079.211,35.0,100.0,0.0
1080.337,35.0,100.0,0.0
1081.452,35.0,100.0,0.0
1082.57,35.0,100.0,0.0
1083.692,35.0,100.0,0.0
1084.81,35.0,100.0,0.0
1085.932,35.0,100.0,0.0

1087.051,35.0,100.0,0.0
1088.173,35.0,100.0,0.0
1089.294,35.0,100.0,0.0
1090.413,35.0,100.0,0.0
1091.532,35.0,100.0,0.0
1092.654,35.0,100.0,0.0
1093.772,35.0,100.0,0.0
1094.89,35.0,100.0,0.0

1096.013,35.0,100.0,0.0
1097.131,35.5,100.0,0.0
1098.253,35.5,100.0,0.0
1099.371,35.5,100.0,0.0
1100.493,35.5,100.0,0.0
1101.611,35.0,100.0,0.0
1102.734,35.5,100.0,0.0
1103.852,35.5,100.0,0.0
1104.974,35.5,100.0,0.0

1106.092,35.5,100.0,0.0
1107.214,35.5,100.0,0.0
1108.333,35.5,100.0,0.0
1109.455,35.5,100.0,0.0
1110.573,35.5,100.0,0.0
1111.702,35.5,100.0,0.0
1112.814,35.5,100.0,0.0
1113.936,35.5,100.0,0.0

1115.054,35.5,100.0,0.0
1116.176,35.5,100.0,0.0
1117.294,35.5,100.0,0.0
1118.417,35.5,100.0,0.0
1119.535,35.5,100.0,0.0
1120.659,35.5,100.0,0.0
1121.775,35.5,100.0,0.0
1122.898,35.5,100.0,0.0
1124.016,35.5,100.0,0.0

1125.138,35.5,100.0,0.0
1126.256,35.5,100.0,0.0
1127.382,35.5,100.0,0.0
1128.497,35.5,100.0,0.0
1129.619,35.5,100.0,0.0
1130.737,35.5,100.0,0.0
1131.859,35.5,100.0,0.0
1132.977,35.5,100.0,0.0

1134.1,35.5,100.0,0.0
1135.218,35.5,100.0,0.0
1136.34,35.5,100.0,0.0
1137.46,35.5,100.0,0.0
1138.58,35.5,100.0,0.0
1139.699,35.5,100.0,0.0
1140.821,35.5,100.0,0.0
1141.939,35.5,100.0,0.0

1143.061,35.5,100.0,0.0
1144.179,35.5,100.0,0.0
1145.298,35.5,100.0,0.0
1146.42,35.5,100.0,0.0
1147.538,35.5,100.0,0.0
1148.661,35.5,100.0,0.0
1149.779,35.5,100.0,0.0
1150.901,35.5,100.0,0.0
1152.019,35.5,100.0,0.0

1153.141,35.5,100.0,0.0
1154.259,35.5,100.0,0.0
1155.382,35.5,100.0,0.0
1156.5,35.5,100.0,0.0
1157.622,35.5,100.0,0.0
1158.74,35.5,100.0,0.0
1159.862,35.5,100.0,0.0
1160.981,35.5,100.0,0.0

1162.103,35.5,100.0,0.0
1163.221,35.5,100.0,0.0
1164.343,35.5,100.0,0.0
1165.462,35.5,100.0,0.0
1166.584,35.5,100.0,0.0
1167.702,35.5,100.0,0.0
1168.825,35.5,100.0,0.0
1169.942,35.5,100.0,0.0
1171.065,35.5,100.0,0.0

1172.183,35.5,100.0,0.0
1173.305,35.5,100.0,0.0
1174.423,35.5,100.0,0.0
1175.545,35.5,100.0,0.0
1176.664,35.5,100.0,0.0
1177.786,35.5,100.0,0.0
1178.904,35.5,100.0,0.0
1180.027,35.5,100.0,0.0

1181.145,35.5,100.0,0.0
1182.267,35.5,100.0,0.0
1183.385,35.5,100.0,0.0
1184.507,35.5,100.0,0.0
1185.627,35.5,100.0,0.0
1186.748,35.5,100.0,0.0
1187.866,36.0,100.0,0.0
1188.988,36.0,100.0,0.0

1190.106,36.0,100.0,0.0
1191.229,36.0,100.0,0.0
1192.347,36.0,100.0,0.0
1193.469,36.0,100.0,0.0
1194.587,36.0,100.0,0.0
1195.705,36.0,100.0,0.0
1196.828,36.0,100.0,0.0
1197.946,36.0,100.0,0.0
1199.068,36.0,100.0,0.0

1200.186,36.0,100.0,0.0
1201.308,36.0,100.0,0.0
1202.429,36.0,100.0,0.0
1203.549,36.0,100.0,0.0
1204.667,36.0,100.0,0.0
1205.789,36.0,100.0,0.0
1206.908,36.0,100.0,0.0
1208.031,36.0,100.0,0.0

1209.148,36.0,100.0,0.0
1210.27,36.0,100.0,0.0
1211.389,36.0,100.0,0.0
1212.51,36.0,100.0,0.0
1213.629,36.0,100.0,0.0
1214.751,36.0,100.0,0.0
1215.869,36.0,100.0,0.0
1216.994,36.0,100.0,0.0
1218.109,36.0,100.0,0.0

1219.232,36.0,100.0,0.0
1220.35,36.0,100.0,0.0
1221.472,36.0,100.0,0.0
1222.594,36.0,100.0,0.0
1223.713,36.0,100.0,0.0
1224.831,36.0,100.0,0.0
1225.953,36.0,100.0,0.0
1227.071,36.0,100.0,0.0

1228.194,36.0,100.0,0.0
1229.312,36.0,100.0,0.0
1230.434,36.0,100.0,0.0
1231.553,36.0,100.0,0.0
1232.674,36.0,100.0,0.0
1233.792,36.0,100.0,0.0
1234.915,36.0,100.0,0.0
1236.033,36.0,100.0,0.0
1237.162,36.0,100.0,0.0

1238.273,36.0,100.0,0.0
1239.395,36.0,100.0,0.0
1240.514,36.0,100.0,0.0
1241.636,36.0,100.0,0.0
1242.754,36.0,100.0,0.0
1243.876,36.0,100.0,0.0
1244.994,36.0,100.0,0.0
1246.117,36.0,100.0,0.0

1247.236,36.0,100.0,0.0
1248.353,36.0,100.0,0.0
1249.476,36.0,100.0,0.0
1250.598,36.0,100.0,0.0
1251.716,36.0,100.0,0.0
1252.834,36.0,100.0,0.0
1253.962,36.0,100.0,0.0
1255.074,36.0,100.0,0.0

1256.196,36.0,100.0,0.0
1257.314,36.0,100.0,0.0
1258.437,36.0,100.0,0.0
1259.555,36.0,100.0,0.0
1260.677,36.0,100.0,0.0
1261.795,36.0,100.0,0.0
1262.917,36.0,100.0,0.0
1264.036,36.0,100.0,0.0
1265.16,36.0,100.0,0.0

1266.28,36.0,100.0,0.0
1267.398,36.0,100.0,0.0
1268.516,36.0,100.0,0.0
1269.639,36.0,100.0,0.0
1270.764,36.5,100.0,0.0
1271.879,36.0,100.0,0.0
1272.997,36.5,100.0,0.0
1274.119,36.0,100.0,0.0

1275.237,36.5,100.0,0.0
1276.368,36.5,100.0,0.0
1277.478,36.5,100.0,0.0
1278.6,36.5,100.0,0.0
1279.718,36.5,100.0,0.0
1280.841,36.5,100.0,0.0
1281.959,36.5,100.0,0.0
1283.081,36.5,100.0,0.0
1284.199,36.5,100.0,0.0

1285.322,36.5,100.0,0.0
1286.44,36.5,100.0,0.0
1287.562,36.5,100.0,0.0
1288.68,36.5,100.0,0.0
1289.802,36.5,100.0,0.0
1290.924,36.5,100.0,0.0
1292.043,36.5,100.0,0.0
1293.161,36.5,100.0,0.0

1294.283,36.5,100.0,0.0
1295.401,36.5,100.0,0.0
1296.526,36.5,100.0,0.0
1297.642,36.5,100.0,0.0
1298.764,36.5,100.0,0.0
1299.884,36.5,100.0,0.0
1301.004,36.5,100.0,0.0
1302.126,36.5,100.0,0.0
1303.245,36.5,100.0,0.0

1304.363,36.5,100.0,0.0
1305.481,36.5,100.0,0.0
1306.603,36.5,100.0,0.0
1307.721,36.5,100.0,0.0
1308.844,36.5,100.0,0.0
1309.963,36.5,100.0,0.0
1311.084,36.5,100.0,0.0
1312.202,36.5,100.0,0.0

1313.324,36.5,100.0,0.0
1314.443,36.5,100.0,0.0
1315.565,36.5,100.0,0.0
1316.683,36.5,100.0,0.0
1317.805,36.5,100.0,0.0
1318.926,36.5,100.0,0.0
1320.045,36.5,100.0,0.0
1321.164,36.5,100.0,0.0

1322.286,36.5,100.0,0.0
1323.404,36.5,100.0,0.0
1324.527,36.5,100.0,0.0
1325.645,36.5,100.0,0.0
1326.767,36.5,100.0,0.0
1327.885,36.5,100.0,0.0
1329.007,36.5,100.0,0.0
1330.125,36.5,100.0,0.0
1331.248,36.5,100.0,0.0

1332.366,36.5,100.0,0.0
1333.494,36.5,100.0,0.0
1334.606,36.5,100.0,0.0
1335.728,36.5,100.0,0.0
1336.847,36.5,100.0,0.0
1337.969,36.5,100.0,0.0
1339.087,36.5,100.0,0.0
1340.209,36.5,100.0,0.0

1341.327,36.5,100.0,0.0
1342.45,36.5,100.0,0.0
1343.568,36.5,100.0,0.0
1344.69,36.5,100.0,0.0
1345.808,36.5,100.0,0.0
1346.931,36.5,100.0,0.0
1348.048,36.5,100.0,0.0
1349.171,36.5,100.0,0.0
1350.294,36.5,100.0,0.0

1351.411,36.5,100.0,0.0
1352.53,36.5,100.0,0.0
1353.652,36.5,100.0,0.0
1354.77,36.5,100.0,0.0
1355.892,36.5,100.0,0.0
1357.01,36.5,100.0,0.0
1358.128,36.5,100.0,0.0
1359.251,36.5,100.0,0.0

1360.369,37.0,100.0,0.0
1361.491,37.0,100.0,0.0
1362.609,36.5,100.0,0.0
1363.732,37.0,100.0,0.0
1364.849,37.0,100.0,0.0
1365.972,37.0,100.0,0.0
1367.094,36.5,100.0,0.0
1368.212,37.0,100.0,0.0

1369.33,37.0,100.0,0.0
1370.453,37.0,100.0,0.0
1371.571,37.0,100.0,0.0
1372.693,37.0,100.0,0.0
1373.812,37.0,100.0,0.0
1374.933,37.0,100.0,0.0
1376.052,37.0,100.0,0.0
1377.174,37.0,100.0,0.0
1378.292,37.0,100.0,0.0

1379.414,37.0,100.0,0.0
1380.532,37.0,100.0,0.0
1381.655,37.0,100.0,0.0
1382.773,37.0,100.0,0.0
1383.895,37.0,100.0,0.0
1385.013,37.0,100.0,0.0
1386.135,37.0,100.0,0.0
1387.254,37.0,100.0,0.0

1388.376,37.0,100.0,0.0
1389.494,37.0,100.0,0.0
1390.616,37.0,100.0,0.0
1391.735,37.0,100.0,0.0
1392.859,37.0,100.0,0.0
1393.98,37.0,100.0,0.0
1395.097,37.0,100.0,0.0
1396.215,37.0,100.0,0.0
1397.338,37.0,100.0,0.0

1398.457,37.0,100.0,0.0
1399.578,37.0,100.0,0.0
1400.699,37.0,100.0,0.0
1401.818,37.0,100.0,0.0
1402.936,37.0,100.0,0.0
1404.059,37.0,100.0,0.0
1405.177,37.0,100.0,0.0
1406.304,37.0,100.0,0.0

1407.417,37.0,100.0,0.0
1408.539,37.0,100.0,0.0
1409.658,37.0,100.0,0.0
1410.78,37.0,100.0,0.0
1411.898,37.0,100.0,0.0
1413.016,37.0,100.0,0.0
1414.138,37.0,100.0,0.0
1415.259,37.0,100.0,0.0
1416.38,37.0,100.0,0.0

1417.497,37.0,100.0,0.0
1418.619,37.0,100.0,0.0
1419.737,37.0,100.0,0.0
1420.86,37.0,100.0,0.0
1421.978,37.0,100.0,0.0
1423.101,37.0,100.0,0.0
1424.218,37.0,100.0,0.0
1425.34,37.0,100.0,0.0

1426.459,37.0,100.0,0.0
1427.581,37.0,100.0,0.0
1428.7,37.0,100.0,0.0
1429.825,37.0,100.0,0.0
1430.939,37.0,100.0,0.0
1432.062,37.0,100.0,0.0
1433.18,37.0,100.0,0.0
1434.302,37.0,100.0,0.0

1435.42,37.0,100.0,0.0
1436.543,37.0,100.0,0.0
1437.661,37.0,100.0,0.0
1438.783,37.0,100.0,0.0
1439.901,37.0,100.0,0.0
1441.023,37.0,100.0,0.0
1442.141,37.0,100.0,0.0
1443.264,37.0,100.0,0.0
1444.382,37.0,100.0,0.0

1445.505,37.0,100.0,0.0
1446.624,37.5,100.0,0.0
1447.745,37.5,100.0,0.0
1448.863,37.5,100.0,0.0
1449.985,37.5,100.0,0.0
1451.103,37.5,100.0,0.0
1452.225,37.5,100.0,0.0
1453.344,37.5,100.0,0.0

1454.466,37.5,100.0,0.0
1455.584,37.5,100.0,0.0
1456.706,37.5,100.0,0.0
1457.824,37.5,100.0,0.0
1458.947,37.5,100.0,0.0
1460.065,37.5,100.0,0.0
1461.187,37.5,100.0,0.0
1462.305,37.5,100.0,0.0
1463.427,37.5,100.0,0.0

1464.546,37.5,100.0,0.0
1465.668,37.5,100.0,0.0
1466.791,37.5,100.0,0.0
1467.908,37.5,100.0,0.0
1469.026,37.5,100.0,0.0
1470.144,37.5,100.0,0.0
1471.267,37.5,100.0,0.0
1472.385,37.5,100.0,0.0

1473.507,37.5,100.0,0.0
1474.626,37.5,100.0,0.0
1475.753,37.5,100.0,0.0
1476.866,37.5,100.0,0.0
1477.991,37.5,100.0,0.0
1479.113,37.5,100.0,0.0
1480.228,37.5,100.0,0.0
1481.347,37.5,100.0,0.0
1482.469,37.5,100.0,0.0

1483.587,37.5,100.0,0.0
1484.709,37.5,100.0,0.0
1485.829,37.5,100.0,0.0
1486.95,37.5,100.0,0.0
1488.068,37.5,100.0,0.0
1489.19,37.5,100.0,0.0
1490.308,37.5,100.0,0.0
1491.43,37.5,100.0,0.0

1492.549,37.5,100.0,0.0
1493.671,37.5,100.0,0.0
1494.789,37.5,100.0,0.0
1495.911,37.5,100.0,0.0
1497.029,37.5,100.0,0.0
1498.152,37.5,100.0,0.0
1499.27,37.5,100.0,0.0
1500.4,37.5,100.0,0.0
1501.51,37.5,100.0,0.0

1502.633,37.5,100.0,0.0
1503.751,37.5,100.0,0.0
1504.873,37.5,100.0,0.0
1505.991,37.5,100.0,0.0
1507.113,37.5,100.0,0.0
1508.232,37.5,100.0,0.0
1509.354,37.5,100.0,0.0
1510.472,37.5,100.0,0.0

1511.594,37.5,100.0,0.0
1512.712,37.5,100.0,0.0
1513.834,37.5,100.0,0.0
1514.953,37.5,100.0,0.0
1516.075,37.5,100.0,0.0
1517.193,37.5,100.0,0.0
1518.315,37.5,100.0,0.0
1519.434,37.5,100.0,0.0

1520.556,37.5,100.0,0.0
1521.679,37.5,100.0,0.0
1522.796,37.5,100.0,0.0
1523.915,37.5,100.0,0.0
1525.037,37.5,100.0,0.0
1526.161,37.5,100.0,0.0
1527.273,37.5,100.0,0.0
1528.395,37.5,100.0,0.0
1529.513,37.5,100.0,0.0

1530.636,37.5,100.0,0.0
1531.754,37.5,100.0,0.0
1532.876,37.5,100.0,0.0
1533.994,37.5,100.0,0.0
1535.116,37.5,100.0,0.0
1536.235,37.5,100.0,0.0
1537.357,37.5,100.0,0.0
1538.475,37.5,100.0,0.0

1539.597,37.5,100.0,0.0
1540.715,38.0,100.0,0.0
1541.838,37.5,100.0,0.0
1542.956,38.0,100.0,0.0
1544.078,38.0,100.0,0.0
1545.196,38.0,100.0,0.0
1546.318,38.0,100.0,0.0
1547.437,37.5,100.0,0.0
1548.559,38.0,100.0,0.0

1549.677,38.0,100.0,0.0
1550.799,38.0,100.0,0.0
1551.918,38.0,100.0,0.0
1553.04,38.0,100.0,0.0
1554.158,38.0,100.0,0.0
1555.28,38.0,100.0,0.0
1556.398,38.0,100.0,0.0
1557.521,38.0,100.0,0.0

1558.638,38.0,100.0,0.0
1559.763,38.0,100.0,0.0
1560.879,38.0,100.0,0.0
1562.001,38.0,100.0,0.0
1563.123,38.0,100.0,0.0
1564.242,38.0,100.0,0.0
1565.36,38.0,100.0,0.0
1566.482,38.0,100.0,0.0

1567.6,38.0,100.0,0.0
1568.723,38.0,100.0,0.0
1569.841,38.0,100.0,0.0
1570.963,38.0,100.0,0.0
1572.081,38.0,100.0,0.0
1573.203,38.0,100.0,0.0
1574.323,38.0,100.0,0.0
1575.444,38.0,100.0,0.0
1576.562,38.0,100.0,0.0

1577.684,38.0,100.0,0.0
1578.802,38.0,100.0,0.0
1579.925,38.0,100.0,0.0
1581.043,38.0,100.0,0.0
1582.165,38.0,100.0,0.0
1583.283,38.0,100.0,0.0
1584.401,38.0,100.0,0.0
1585.524,38.0,100.0,0.0

1586.642,38.0,100.0,0.0
1587.764,38.0,100.0,0.0
1588.882,38.0,100.0,0.0
1590.004,38.0,100.0,0.0
1591.123,38.0,100.0,0.0
1592.245,38.0,100.0,0.0
1593.363,38.0,100.0,0.0
1594.485,38.0,100.0,0.0
1595.603,38.0,100.0,0.0

1596.726,38.0,100.0,0.0
1597.844,38.0,100.0,0.0
1598.966,38.0,100.0,0.0
1600.084,38.0,100.0,0.0
1601.207,38.0,100.0,0.0
1602.324,38.0,100.0,0.0
1603.449,38.0,100.0,0.0
1604.565,38.0,100.0,0.0

1605.694,38.0,100.0,0.0
1606.805,38.0,100.0,0.0
1607.928,38.0,100.0,0.0
1609.046,38.0,100.0,0.0
1610.168,38.0,100.0,0.0
1611.286,38.0,100.0,0.0
1612.408,38.0,100.0,0.0
1613.527,38.0,100.0,0.0
1614.65,38.0,100.0,0.0

1615.767,38.0,100.0,0.0
1616.889,38.0,100.0,0.0
1618.008,38.0,100.0,0.0
1619.13,38.0,100.0,0.0
1620.248,38.0,100.0,0.0
1621.37,38.0,100.0,0.0
1622.49,38.0,100.0,0.0
1623.616,38.0,100.0,0.0

1624.729,38.0,100.0,0.0
1625.851,38.0,100.0,0.0
1626.969,38.5,100.0,0.0
1628.092,38.5,100.0,0.0
1629.21,38.0,100.0,0.0
1630.332,38.5,100.0,0.0
1631.451,38.5,100.0,0.0
1632.572,38.5,100.0,0.0

1633.699,38.5,100.0,0.0
1634.813,38.5,100.0,0.0
1635.931,38.5,100.0,0.0
1637.055,38.5,100.0,0.0
1638.171,38.5,100.0,0.0
1639.293,38.5,100.0,0.0
1640.412,38.5,100.0,0.0
1641.53,38.5,100.0,0.0
1642.652,38.5,100.0,0.0

1643.77,38.5,100.0,0.0
1644.895,38.5,100.0,0.0
1646.011,38.5,100.0,0.0
1647.133,38.5,100.0,0.0
1648.251,38.5,100.0,0.0
1649.373,38.5,100.0,0.0
1650.492,38.5,100.0,0.0
1651.614,38.5,100.0,0.0

1652.734,38.5,100.0,0.0
1653.854,38.5,100.0,0.0
1654.972,38.5,100.0,0.0
1656.095,38.5,100.0,0.0
1657.216,38.5,100.0,0.0
1658.335,38.5,100.0,0.0
1659.453,38.5,100.0,0.0
1660.575,38.5,100.0,0.0
1661.694,38.5,100.0,0.0

1662.816,38.5,100.0,0.0
1663.934,38.5,100.0,0.0
1665.056,38.5,100.0,0.0
1666.174,38.5,100.0,0.0
1667.297,38.5,100.0,0.0
1668.415,38.5,100.0,0.0
1669.537,38.5,100.0,0.0
1670.656,38.5,100.0,0.0

1671.777,38.5,100.0,0.0
1672.896,38.5,100.0,0.0
1674.018,38.5,100.0,0.0
1675.136,38.5,100.0,0.0
1676.259,38.5,100.0,0.0
1677.376,38.5,100.0,0.0
1678.499,38.5,100.0,0.0
1679.617,38.5,100.0,0.0

1680.739,38.5,100.0,0.0
1681.857,38.5,100.0,0.0
1682.98,38.5,100.0,0.0
1684.098,38.5,100.0,0.0
1685.22,38.5,100.0,0.0
1686.338,38.5,100.0,0.0
1687.46,38.5,100.0,0.0
1688.579,38.5,100.0,0.0
1689.704,38.5,100.0,0.0

1690.821,38.5,100.0,0.0
1691.941,38.5,100.0,0.0
1693.059,38.5,100.0,0.0
1694.182,38.5,100.0,0.0
1695.3,38.5,100.0,0.0
1696.418,38.5,100.0,0.0
1697.54,38.5,100.0,0.0
1698.658,38.5,100.0,0.0

1699.781,38.5,100.0,0.0
1700.899,38.5,100.0,0.0
1702.021,38.5,100.0,0.0
1703.139,38.5,100.0,0.0
1704.261,38.5,100.0,0.0
1705.38,38.5,100.0,0.0
1706.502,38.5,100.0,0.0
1707.62,38.5,100.0,0.0
1708.742,38.5,100.0,0.0

1709.861,38.5,100.0,0.0
1710.983,38.5,100.0,0.0
1712.101,38.5,100.0,0.0
1713.223,38.5,100.0,0.0
1714.341,38.5,100.0,0.0
1715.468,38.5,100.0,0.0
1716.582,38.5,100.0,0.0
1717.705,38.5,100.0,0.0

1718.824,38.5,100.0,0.0
1719.944,39.0,100.0,0.0
1721.063,39.0,100.0,0.0
1722.185,39.0,100.0,0.0
1723.303,39.0,100.0,0.0
1724.425,39.0,100.0,0.0
1725.543,39.0,100.0,0.0
1726.666,39.0,100.0,0.0
1727.797,39.0,100.0,0.0

1728.906,39.0,100.0,0.0
1730.026,39.0,100.0,0.0
1731.146,39.0,100.0,0.0
1732.265,39.0,100.0,0.0
1733.387,39.0,100.0,0.0
1734.505,39.0,100.0,0.0
1735.627,39.0,100.0,0.0
1736.745,39.0,100.0,0.0

1737.868,39.0,100.0,0.0
1738.986,39.0,100.0,0.0
1740.108,39.0,100.0,0.0
1741.226,39.0,100.0,0.0
1742.348,39.0,100.0,0.0
1743.467,39.0,100.0,0.0
1744.59,39.0,100.0,0.0
1745.707,39.0,100.0,0.0

1746.829,39.0,100.0,0.0
1747.947,39.0,100.0,0.0
1749.07,39.0,100.0,0.0
1750.193,39.0,100.0,0.0
1751.31,39.0,100.0,0.0
1752.428,39.0,100.0,0.0
1753.547,39.0,100.0,0.0
1754.669,39.0,100.0,0.0
1755.787,39.0,100.0,0.0

1756.909,39.0,100.0,0.0
1758.027,39.0,100.0,0.0
1759.149,39.0,100.0,0.0
1760.268,39.0,100.0,0.0
1761.39,39.0,100.0,0.0
1762.508,39.0,100.0,0.0
1763.63,39.0,100.0,0.0
1764.749,39.0,100.0,0.0

1765.871,39.0,100.0,0.0
1766.989,39.0,100.0,0.0
1768.117,39.0,100.0,0.0
1769.229,39.0,100.0,0.0
1770.354,39.0,100.0,0.0
1771.47,39.0,100.0,0.0
1772.592,39.0,100.0,0.0
1773.71,39.0,100.0,0.0
1774.833,39.0,100.0,0.0

1775.954,39.0,100.0,0.0
1777.073,39.0,100.0,0.0
1778.191,39.0,100.0,0.0
1779.321,39.0,100.0,0.0
1780.432,39.0,100.0,0.0
1781.555,39.0,100.0,0.0
1782.672,39.0,100.0,0.0
1783.795,39.0,100.0,0.0

1784.912,39.0,100.0,0.0
1786.035,39.0,100.0,0.0
1787.153,39.0,100.0,0.0
1788.275,39.0,100.0,0.0
1789.393,39.0,100.0,0.0
1790.515,39.0,100.0,0.0
1791.634,39.0,100.0,0.0
1792.756,39.0,100.0,0.0
1793.874,39.0,100.0,0.0

1794.996,39.0,100.0,0.0
1796.114,39.0,100.0,0.0
1797.236,39.0,100.0,0.0
1798.359,39.0,100.0,0.0
1799.477,39.0,100.0,0.0
1800.595,39.0,100.0,0.0
1801.719,39.0,100.0,0.0
1802.836,39.0,100.0,0.0

1803.959,39.0,100.0,0.0
1805.076,39.0,100.0,0.0
1806.198,39.0,100.0,0.0
1807.317,39.5,100.0,0.0
1808.439,39.5,100.0,0.0
1809.557,39.5,100.0,0.0
1810.679,39.5,100.0,0.0
1811.797,39.5,100.0,0.0

1812.915,39.5,100.0,0.0
1814.038,39.5,100.0,0.0
1815.156,39.5,100.0,0.0
1816.278,39.5,100.0,0.0
1817.396,39.5,100.0,0.0
1818.519,39.5,100.0,0.0
1819.637,39.5,100.0,0.0
1820.759,39.5,100.0,0.0
1821.877,39.5,100.0,0.0

1822.999,39.5,100.0,0.0
1824.123,39.5,100.0,0.0
1825.24,39.5,100.0,0.0
1826.358,39.5,100.0,0.0
1827.48,39.5,100.0,0.0
1828.598,39.5,100.0,0.0
1829.727,39.5,100.0,0.0
1830.839,39.5,100.0,0.0

1831.961,39.5,100.0,0.0
1833.079,39.5,100.0,0.0
1834.201,39.5,100.0,0.0
1835.32,39.5,100.0,0.0
1836.442,39.5,100.0,0.0
1837.56,39.5,100.0,0.0
1838.688,39.5,100.0,0.0
1839.801,39.5,100.0,0.0
1840.923,39.5,100.0,0.0

1842.041,39.5,100.0,0.0
1843.163,39.5,100.0,0.0
1844.281,39.5,100.0,0.0
1845.404,39.5,100.0,0.0
1846.522,39.5,100.0,0.0
1847.644,39.5,100.0,0.0
1848.762,39.5,100.0,0.0
1849.889,39.5,100.0,0.0

1851.003,39.5,100.0,0.0
1852.125,39.5,100.0,0.0
1853.243,39.5,100.0,0.0
1854.367,39.5,100.0,0.0
1855.487,39.5,100.0,0.0
1856.606,39.5,100.0,0.0
1857.724,39.5,100.0,0.0
1858.847,39.5,100.0,0.0

1859.964,39.5,100.0,0.0
1861.088,39.5,100.0,0.0
1862.205,39.5,100.0,0.0
1863.327,39.5,100.0,0.0
1864.445,39.5,100.0,0.0
1865.567,39.5,100.0,0.0
1866.688,39.5,100.0,0.0
1867.808,39.5,100.0,0.0
1868.926,39.5,100.0,0.0

1870.049,39.5,100.0,0.0
1871.166,39.5,100.0,0.0
1872.299,39.5,100.0,0.0
1873.407,39.5,100.0,0.0
1874.525,39.5,100.0,0.0
1875.647,39.5,100.0,0.0
1876.765,39.5,100.0,0.0
1877.888,39.5,100.0,0.0

1879.006,39.5,100.0,0.0
1880.128,39.5,100.0,0.0
1881.246,39.5,100.0,0.0
